assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,bases_n,proportion_n,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,score,optimal_score,cutoff,weighted,genotype
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,R9188
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,Rioref
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,Rio
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,RTx430
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,S085
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,SC187
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,SM100
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,TAM428
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,Tx2737
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,Tx3362
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,Tx378
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,Tx7000
